S.No,Tag UID,Cluster,Plant,Line,Plant SAP Code,Section,Section Number,Equipment Group,Equipment Subtype,Tag Name,Source Item ID,Path,Address,Description,Unit Of Measurement,Min,Max,UCL,LCL,Tag Type,Data Source,Variable Type,Location,Control Variable,Feeder Variable,Variable Group,Criticality,Sampling Interval,Process,Mechanical,E_I,Quality,Safety,Environmental,Cutoff,Make_Supplier,Delta Minimum,Historian Code,KPI
,W-GCW1-RM1-P-PV-R1M01_P4,West,GCW,1,GW01,Raw Mill,1,Fan,Process Fan+Mill Fan+Ducts,R1M01_P4,ns=3;s=ECS4244SVR01->OpcDa.opc.tcp.localhost.26080.UA.FlsOpcServer->ns*2;s*1:R1M01_P4?Value,ECS4244SVR01.opc.tcp://localhost:26080/ua/flsopcserver.ns=2;s=1:R1M01_P4?Value,,New Pressure point MILL O/L - RM FAN DUCT (ABB),mmWG,0,500.0,,,Analog,Sensor,Pressure,,,,PV,High,3s,1.0,,,,,,,,,,
,W-GCW1-RM1-T-PV-R1M01_T2,West,GCW,1,GW01,Raw Mill,1,Mill,Others,R1M01_T2,ns=3;s=ECS4244SVR01->OpcDa.opc.tcp.localhost.26080.UA.FlsOpcServer->ns*2;s*1:R1M01_T2?Value,ECS4244SVR01.opc.tcp://localhost:26080/ua/flsopcserver.ns=2;s=1:R1M01_T2?Value,,RAW MILL OUTLET TEMPERATURE,Deg C,0,150.0,,,Analog,Sensor,Temperature,Outlet,,,PV,High,3s,1.0,,,,,,,,,,
,W-GCW1-RM1-T-PV-R1M01_T3,West,GCW,1,GW01,Raw Mill,1,Mill,Ducts,R1M01_T3,ns=3;s=ECS4244SVR01->OpcDa.opc.tcp.localhost.26080.UA.FlsOpcServer->ns*2;s*1:R1M01_T3?Value,ECS4244SVR01.opc.tcp://localhost:26080/ua/flsopcserver.ns=2;s=1:R1M01_T3?Value,,INLET TEMP. DUCT-1 (JETTY SIDE),Deg C,0,500.0,,,Analog,Sensor,Temperature,Inlet,,,PV,High,3s,1.0,,,,,,,,,,
,W-GCW1-RM1-T-PV-R1M01_T4,West,GCW,1,GW01,Raw Mill,1,Mill,Ducts,R1M01_T4,ns=3;s=ECS4244SVR01->OpcDa.opc.tcp.localhost.26080.UA.FlsOpcServer->ns*2;s*1:R1M01_T4?Value,ECS4244SVR01.opc.tcp://localhost:26080/ua/flsopcserver.ns=2;s=1:R1M01_T4?Value,,INLET TEMP. DUCT-2 (KOVAYA SIDE),Deg C,0,500.0,,,Analog,Sensor,Temperature,Inlet,,,PV,High,3s,1.0,,,,,,,,,,
,W-GCW1-RM1-X-PV-R1M01_X1,West,GCW,1,GW01,Raw Mill,1,Mill,Others,R1M01_X1,ns=3;s=ECS4244SVR01->OpcDa.opc.tcp.localhost.26080.UA.FlsOpcServer->ns*2;s*1:R1M01_X1?Value,ECS4244SVR01.opc.tcp://localhost:26080/ua/flsopcserver.ns=2;s=1:R1M01_X1?Value,,MILL VIBR. LOOP POWER (0-25.4),mm/sec,0,25.4,,,Analog,Sensor,Vibration,,,,PV,High,3s,1.0,1.0,,,1.0,,,,,,
,W-GCW1-RM1-X-PV-R1M01_X1A,West,GCW,1,GW01,Raw Mill,1,Mill,Others,R1M01_X1A,ns=3;s=ECS4244SVR01->OpcDa.opc.tcp.localhost.26080.UA.FlsOpcServer->ns*2;s*1:R1M01_X1A?Value,ECS4244SVR01.opc.tcp://localhost:26080/ua/flsopcserver.ns=2;s=1:R1M01_X1A?Value,,LP VIB SENSOR UNDER TABLE,mm/sec,0,25.4,,,Analog,Sensor,Vibration,,,,PV,High,3s,1.0,1.0,,,1.0,,,,,,
,W-GCW1-RM1-X-PV-R1M01_X2,West,GCW,1,GW01,Raw Mill,1,Mill,Others,R1M01_X2,ns=3;s=ECS4244SVR01->OpcDa.opc.tcp.localhost.26080.UA.FlsOpcServer->ns*2;s*1:R1M01_X2?Value,ECS4244SVR01.opc.tcp://localhost:26080/ua/flsopcserver.ns=2;s=1:R1M01_X2?Value,,MILL VIB SENSOR   (LOOP POWER),mm/sec,0,25.4,,,Analog,Sensor,Vibration,,,,PV,High,3s,1.0,1.0,,,1.0,,,,,,
,W-GCW1-RM1-I-PV-R1M01M1_I1,West,GCW,1,GW01,Raw Mill,1,Crusher,Roller,R1M01M1_I1,ns=3;s=ECS4244SVR01->OpcDa.opc.tcp.localhost.26080.UA.FlsOpcServer->ns*2;s*1:R1M01M1_I1?Value,ECS4244SVR01.opc.tcp://localhost:26080/ua/flsopcserver.ns=2;s=1:R1M01M1_I1?Value,,ROLLER CRUSHER CURRENT,Amps,0,250.0,,,Analog,Sensor,Current,,,,PV,High,3s,1.0,,1.0,,,,,,,,
,W-GCW1-RM1-I-PV-R1M03_I1,West,GCW,1,GW01,Raw Mill,1,Mill,Others,R1M03_I1,ns=3;s=ECS4244SVR01->OpcDa.opc.tcp.localhost.26080.UA.FlsOpcServer->ns*2;s*1:R1M03_I1?Value,ECS4244SVR01.opc.tcp://localhost:26080/ua/flsopcserver.ns=2;s=1:R1M03_I1?Value,,RM MAIN MOTOR CURRENT,Amps,0,400.0,,,Analog,Sensor,Current,,,,PV,High,3s,1.0,,1.0,,,,,,,,
,W-GCW1-RM1-J-PV-R1M03_J1,West,GCW,1,GW01,Raw Mill,1,Mill,Others,R1M03_J1,ns=3;s=ECS4244SVR01->OpcDa.opc.tcp.localhost.26080.UA.FlsOpcServer->ns*2;s*1:R1M03_J1?Value,ECS4244SVR01.opc.tcp://localhost:26080/ua/flsopcserver.ns=2;s=1:R1M03_J1?Value,,RM MAIN MOTOR KW,kW,0,4572.0,,,Analog,Sensor,Power,,,,PV,High,3s,1.0,,1.0,,,,,,,,1.0
,W-GCW1-RM1-J-PV-R1M03_J1_UNFILTRD,West,GCW,1,GW01,Raw Mill,1,Mill,Others,R1M03_J1_UNFILTRD,ns=3;s=ECS4244SVR01->OpcDa.opc.tcp.localhost.26080.UA.FlsOpcServer->ns*2;s*1:R1M03_J1_UNFILTRD?Value,ECS4244SVR01.opc.tcp://localhost:26080/ua/flsopcserver.ns=2;s=1:R1M03_J1_UNFILTRD?Value,,RM MAIN MOTOR KW (UNFILTERED),kW,0,4572.0,,,Analog,Sensor,Power,,,,PV,High,3s,1.0,,1.0,,,,,,,,1.0
,W-GCW1-RM1-T-PV-R1M03T7_1,West,GCW,1,GW01,Raw Mill,1,Mill,Winding,R1M03T7_1,ns=3;s=ECS4244SVR01->OpcDa.opc.tcp.localhost.26080.UA.FlsOpcServer->ns*2;s*1:R1M03T7_1?Value,ECS4244SVR01.opc.tcp://localhost:26080/ua/flsopcserver.ns=2;s=1:R1M03T7_1?Value,,RM MAIN MOTOR WDG TEMP RTD1,Deg C,-50,850.0,,,Analog,Sensor,Temperature,Winding,,,PV,High,3s,,,1.0,,1.0,,,,,,
,W-GCW1-RM1-T-PV-R1M03T7_2,West,GCW,1,GW01,Raw Mill,1,Mill,Winding,R1M03T7_2,ns=3;s=ECS4244SVR01->OpcDa.opc.tcp.localhost.26080.UA.FlsOpcServer->ns*2;s*1:R1M03T7_2?Value,ECS4244SVR01.opc.tcp://localhost:26080/ua/flsopcserver.ns=2;s=1:R1M03T7_2?Value,,RM MAIN MOTOR WDG TEMP RTD2,Deg C,-50,850.0,,,Analog,Sensor,Temperature,Winding,,,PV,High,3s,,,1.0,,1.0,,,,,,
,W-GCW1-RM1-T-PV-R1M03T7_3,West,GCW,1,GW01,Raw Mill,1,Mill,Winding,R1M03T7_3,ns=3;s=ECS4244SVR01->OpcDa.opc.tcp.localhost.26080.UA.FlsOpcServer->ns*2;s*1:R1M03T7_3?Value,ECS4244SVR01.opc.tcp://localhost:26080/ua/flsopcserver.ns=2;s=1:R1M03T7_3?Value,,RM MAIN MOTOR WDG TEMP RTD3,Deg C,-50,850.0,,,Analog,Sensor,Temperature,Winding,,,PV,High,3s,,,1.0,,1.0,,,,,,
,W-GCW1-RM1-T-PV-R1M03T7_4,West,GCW,1,GW01,Raw Mill,1,Mill,Winding,R1M03T7_4,ns=3;s=ECS4244SVR01->OpcDa.opc.tcp.localhost.26080.UA.FlsOpcServer->ns*2;s*1:R1M03T7_4?Value,ECS4244SVR01.opc.tcp://localhost:26080/ua/flsopcserver.ns=2;s=1:R1M03T7_4?Value,,RM MAIN MOTOR WDG TEMP RTD4,Deg C,-50,850.0,,,Analog,Sensor,Temperature,Winding,,,PV,High,3s,,,1.0,,1.0,,,,,,
,W-GCW1-RM1-T-PV-R1M03T7_5,West,GCW,1,GW01,Raw Mill,1,Mill,Winding,R1M03T7_5,ns=3;s=ECS4244SVR01->OpcDa.opc.tcp.localhost.26080.UA.FlsOpcServer->ns*2;s*1:R1M03T7_5?Value,ECS4244SVR01.opc.tcp://localhost:26080/ua/flsopcserver.ns=2;s=1:R1M03T7_5?Value,,RM MAIN MOTOR WDG TEMP RTD5,Deg C,-50,850.0,,,Analog,Sensor,Temperature,Winding,,,PV,High,3s,,,1.0,,1.0,,,,,,
,W-GCW1-RM1-T-PV-R1M03T7_6,West,GCW,1,GW01,Raw Mill,1,Mill,Winding,R1M03T7_6,ns=3;s=ECS4244SVR01->OpcDa.opc.tcp.localhost.26080.UA.FlsOpcServer->ns*2;s*1:R1M03T7_6?Value,ECS4244SVR01.opc.tcp://localhost:26080/ua/flsopcserver.ns=2;s=1:R1M03T7_6?Value,,RM MAIN MOTOR WDG TEMP RTD6,Deg C,-50,850.0,,,Analog,Sensor,Temperature,Winding,,,PV,High,3s,,,1.0,,1.0,,,,,,
,W-GCW1-RM1-T-PV-R1M03T8_1,West,GCW,1,GW01,Raw Mill,1,Mill,Bearing,R1M03T8_1,ns=3;s=ECS4244SVR01->OpcDa.opc.tcp.localhost.26080.UA.FlsOpcServer->ns*2;s*1:R1M03T8_1?Value,ECS4244SVR01.opc.tcp://localhost:26080/ua/flsopcserver.ns=2;s=1:R1M03T8_1?Value,,RM MAIN MOTOR BRG TEMP RTD1 (DE),Deg C,-50,850.0,,,Analog,Sensor,Temperature,DE+DE Bearing,,,PV,High,3s,,1.0,,,1.0,,,,,,
,W-GCW1-RM1-T-PV-R1M03T8_2,West,GCW,1,GW01,Raw Mill,1,Mill,Bearing,R1M03T8_2,ns=3;s=ECS4244SVR01->OpcDa.opc.tcp.localhost.26080.UA.FlsOpcServer->ns*2;s*1:R1M03T8_2?Value,ECS4244SVR01.opc.tcp://localhost:26080/ua/flsopcserver.ns=2;s=1:R1M03T8_2?Value,,RM MAIN MTR BRG TEMP RTD2 (NDE),Deg C,-50,850.0,,,Analog,Sensor,Temperature,NDE+NDE Bearing,,,PV,High,3s,,1.0,,,1.0,,,,,,
,W-GCW1-RM1-P-PV-R1M06_P1,West,GCW,1,GW01,Raw Mill,1,Mill,Others,R1M06_P1,ns=3;s=ECS4244SVR01->OpcDa.opc.tcp.localhost.26080.UA.FlsOpcServer->ns*2;s*1:R1M06_P1?Value,ECS4244SVR01.opc.tcp://localhost:26080/ua/flsopcserver.ns=2;s=1:R1M06_P1?Value,,SEAL AIR PRESSURE (0-1200 MM),mm,0,1200.0,,,Analog,Sensor,Pressure,,,,PV,High,3s,1.0,1.0,,,,,,,,,
,W-GCW1-RM1-P-PV-R1M14_P9,West,GCW,1,GW01,Raw Mill,1,Separators,Others,R1M14_P9,ns=3;s=ECS4244SVR01->OpcDa.opc.tcp.localhost.26080.UA.FlsOpcServer->ns*2;s*1:R1M14_P9?Value,ECS4244SVR01.opc.tcp://localhost:26080/ua/flsopcserver.ns=2;s=1:R1M14_P9?Value,,AIR SEPERATOR LUB OIL PRESSURE,Bar,0,10.0,,,Analog,Sensor,Pressure,,,,PV,High,3s,1.0,,,,,,,,,,
,W-GCW1-RM1-I-PV-R1M24_I1,West,GCW,1,GW01,Raw Mill,1,Separators,Others,R1M24_I1,ns=3;s=ECS4244SVR01->OpcDa.opc.tcp.localhost.26080.UA.FlsOpcServer->ns*2;s*1:R1M24_I1?Value,ECS4244SVR01.opc.tcp://localhost:26080/ua/flsopcserver.ns=2;s=1:R1M24_I1?Value,,AIR SEPARATOR CURRENT FEEDBACK,Amps,0,448.0,,,Analog,Sensor,Current,,,,PV,High,3s,1.0,,1.0,,,,,,,,
,W-GCW1-RM1-R-PV-R1M24_S1,West,GCW,1,GW01,Raw Mill,1,Separators,Others,R1M24_S1,ns=3;s=ECS4244SVR01->OpcDa.opc.tcp.localhost.26080.UA.FlsOpcServer->ns*2;s*1:R1M24_S1?Value,ECS4244SVR01.opc.tcp://localhost:26080/ua/flsopcserver.ns=2;s=1:R1M24_S1?Value,,AIR SEPARATOR SPPED FEEDBACK,RPM,0,1500.0,,,Analog,Sensor,Speed,,,,PV,High,3s,1.0,,,,,1.0,,,,,
,W-GCW1-RM1-T-PV-R1M24_T1,West,GCW,1,GW01,Raw Mill,1,Mill,Bearing,R1M24_T1,ns=3;s=ECS4244SVR01->OpcDa.opc.tcp.localhost.26080.UA.FlsOpcServer->ns*2;s*1:R1M24_T1?Value,ECS4244SVR01.opc.tcp://localhost:26080/ua/flsopcserver.ns=2;s=1:R1M24_T1?Value,,AIR SEPRATOR BEARING TEMPERATURE,Deg C,-50,850.0,,,Analog,Sensor,Temperature,Bearing,,,PV,High,3s,,1.0,,,1.0,,,,,,
,W-GCW1-RM1-X-PV-R1M24_X2,West,GCW,1,GW01,Raw Mill,1,Separators,Others,R1M24_X2,ns=3;s=ECS4244SVR01->OpcDa.opc.tcp.localhost.26080.UA.FlsOpcServer->ns*2;s*1:R1M24_X2?Value,ECS4244SVR01.opc.tcp://localhost:26080/ua/flsopcserver.ns=2;s=1:R1M24_X2?Value,,SEP ADDIT.VIB SENSOR (LP) CCR SIDE,mm/sec,0,25.4,,,Analog,Sensor,Vibration,,,,PV,High,3s,1.0,1.0,,,1.0,,,,,,
,W-GCW1-RM1-X-PV-R1M24_X9,West,GCW,1,GW01,Raw Mill,1,Separators,Others,R1M24_X9,ns=3;s=ECS4244SVR01->OpcDa.opc.tcp.localhost.26080.UA.FlsOpcServer->ns*2;s*1:R1M24_X9?Value,ECS4244SVR01.opc.tcp://localhost:26080/ua/flsopcserver.ns=2;s=1:R1M24_X9?Value,,AIR SEPARATOR VIB (LP)(0-50 MM/SEC) JETTY SIDE,mm/sec,0,25.4,,,Analog,Sensor,Vibration,,,,PV,High,3s,1.0,1.0,,,1.0,,,,,,
,W-GCW1-RM1-P-PV-R1P35_DP,West,GCW,1,GW01,Raw Mill,1,Dust Collector,Filter,R1P35_DP,ns=3;s=ECS4244SVR01->OpcDa.opc.tcp.localhost.26080.UA.FlsOpcServer->ns*2;s*1:R1P35_DP?Value,ECS4244SVR01.opc.tcp://localhost:26080/ua/flsopcserver.ns=2;s=1:R1P35_DP?Value,,JPF DP,mm,0,350.0,,,Analog,Sensor,Pressure,,,,PV,High,3s,1.0,1.0,,,,,,,,,
,W-GCW1-RM1-T-PV-R1S08_T1,West,GCW,1,GW01,Raw Mill,1,Separators,Magnetic Separator,R1S08_T1,ns=3;s=ECS4244SVR01->OpcDa.opc.tcp.localhost.26080.UA.FlsOpcServer->ns*2;s*1:R1S08_T1?Value,ECS4244SVR01.opc.tcp://localhost:26080/ua/flsopcserver.ns=2;s=1:R1S08_T1?Value,,R1S08 TH-2 MAGNETIC SEP TEMP.,Deg C,0,150.0,,,Analog,Sensor,Temperature,,,,PV,High,3s,1.0,,,,,,,,,,
,W-GCW1-RM1-I-PV-R1S19_I1,West,GCW,1,GW01,Raw Mill,1,Fan,Process Fan+Mill Fan,R1S19_I1,ns=3;s=ECS4244SVR01->OpcDa.opc.tcp.localhost.26080.UA.FlsOpcServer->ns*2;s*1:R1S19_I1?Value,ECS4244SVR01.opc.tcp://localhost:26080/ua/flsopcserver.ns=2;s=1:R1S19_I1?Value,,RM Fan Current (From HT Panel),Amps,0,500.0,,,Analog,Sensor,Current,,,,PV,High,3s,1.0,,1.0,,,,,,,,
,W-GCW1-RM1-J-PV-R1S19_J1,West,GCW,1,GW01,Raw Mill,1,Fan,Process Fan+Mill Fan,R1S19_J1,ns=3;s=ECS4244SVR01->OpcDa.opc.tcp.localhost.26080.UA.FlsOpcServer->ns*2;s*1:R1S19_J1?Value,ECS4244SVR01.opc.tcp://localhost:26080/ua/flsopcserver.ns=2;s=1:R1S19_J1?Value,,RAWMILL FAN POWER,kW,0,5500.0,,,Analog,Sensor,Power,,,,PV,High,3s,1.0,,1.0,,,,,,,,1.0
,W-GCW1-RM1-J-PV-R1S19_J1_PI,West,GCW,1,GW01,Raw Mill,1,Fan,Process Fan+Mill Fan,R1S19_J1_PI,ns=3;s=ECS4244SVR01->OpcDa.opc.tcp.localhost.26080.UA.FlsOpcServer->ns*2;s*1:R1S19_J1_PI?Value,ECS4244SVR01.opc.tcp://localhost:26080/ua/flsopcserver.ns=2;s=1:R1S19_J1_PI?Value,,RM FAN SPEED PI DATA,kW,0,5500.0,,,Analog,Sensor,Power,,,,PV,High,3s,1.0,,1.0,,,,,,,,1.0
,W-GCW1-RM1-J-PV-R1S19_J1_UNFILTER,West,GCW,1,GW01,Raw Mill,1,Fan,Process Fan+Mill Fan,R1S19_J1_UNFILTER,ns=3;s=ECS4244SVR01->OpcDa.opc.tcp.localhost.26080.UA.FlsOpcServer->ns*2;s*1:R1S19_J1_UNFILTER?Value,ECS4244SVR01.opc.tcp://localhost:26080/ua/flsopcserver.ns=2;s=1:R1S19_J1_UNFILTER?Value,,RAWMILL FAN POWER (UNFILTERD),kW,0,5500.0,,,Analog,Sensor,Power,,,,PV,High,3s,1.0,,1.0,,,,,,,,1.0
,W-GCW1-RM1-R-PV-R1S19_S1,West,GCW,1,GW01,Raw Mill,1,Fan,Process Fan+Mill Fan,R1S19_S1,ns=3;s=ECS4244SVR01->OpcDa.opc.tcp.localhost.26080.UA.FlsOpcServer->ns*2;s*1:R1S19_S1?Value,ECS4244SVR01.opc.tcp://localhost:26080/ua/flsopcserver.ns=2;s=1:R1S19_S1?Value,,RM FAN SPEED FROM SPRS PANEL,RPM,0,1000.0,,,Analog,Sensor,Speed,,,,PV,High,3s,1.0,,,,,1.0,,,,,
,W-GCW1-RM1-X-PV-R1S19_X1,West,GCW,1,GW01,Raw Mill,1,Fan,Process Fan+Mill Fan,R1S19_X1,ns=3;s=ECS4244SVR01->OpcDa.opc.tcp.localhost.26080.UA.FlsOpcServer->ns*2;s*1:R1S19_X1?Value,ECS4244SVR01.opc.tcp://localhost:26080/ua/flsopcserver.ns=2;s=1:R1S19_X1?Value,,RM FAN VIBRATION (NDE),mm/sec,0,25.4,,,Analog,Sensor,Vibration,NDE,,,PV,High,3s,1.0,1.0,,,1.0,,,,,,
,W-GCW1-RM1-X-PV-R1S19_X2,West,GCW,1,GW01,Raw Mill,1,Fan,Process Fan+Mill Fan,R1S19_X2,ns=3;s=ECS4244SVR01->OpcDa.opc.tcp.localhost.26080.UA.FlsOpcServer->ns*2;s*1:R1S19_X2?Value,ECS4244SVR01.opc.tcp://localhost:26080/ua/flsopcserver.ns=2;s=1:R1S19_X2?Value,,RM FAN VIBRATION (DE),mm/sec,0,25.4,,,Analog,Sensor,Vibration,DE,,,PV,High,3s,1.0,1.0,,,1.0,,,,,,
,W-GCW1-RM1-T-PV-R1S19T7_1,West,GCW,1,GW01,Raw Mill,1,Fan,Process Fan+Mill Fan,R1S19T7_1,ns=3;s=ECS4244SVR01->OpcDa.opc.tcp.localhost.26080.UA.FlsOpcServer->ns*2;s*1:R1S19T7_1?Value,ECS4244SVR01.opc.tcp://localhost:26080/ua/flsopcserver.ns=2;s=1:R1S19T7_1?Value,,RM FAN MOTOR WDG TEMP RTD1,Deg C,-50,850.0,,,Analog,Sensor,Temperature,Winding,,,PV,High,3s,,,1.0,,1.0,,,,,,
,W-GCW1-RM1-T-PV-R1S19T7_2,West,GCW,1,GW01,Raw Mill,1,Fan,Process Fan+Mill Fan,R1S19T7_2,ns=3;s=ECS4244SVR01->OpcDa.opc.tcp.localhost.26080.UA.FlsOpcServer->ns*2;s*1:R1S19T7_2?Value,ECS4244SVR01.opc.tcp://localhost:26080/ua/flsopcserver.ns=2;s=1:R1S19T7_2?Value,,RM FAN MOTOR WDG TEMP RTD2,Deg C,-50,850.0,,,Analog,Sensor,Temperature,Winding,,,PV,High,3s,,,1.0,,1.0,,,,,,
,W-GCW1-RM1-T-PV-R1S19T7_3,West,GCW,1,GW01,Raw Mill,1,Fan,Process Fan+Mill Fan,R1S19T7_3,ns=3;s=ECS4244SVR01->OpcDa.opc.tcp.localhost.26080.UA.FlsOpcServer->ns*2;s*1:R1S19T7_3?Value,ECS4244SVR01.opc.tcp://localhost:26080/ua/flsopcserver.ns=2;s=1:R1S19T7_3?Value,,RM FAN MOTOR WDG TEMP RTD3,Deg C,-50,850.0,,,Analog,Sensor,Temperature,Winding,,,PV,High,3s,,,1.0,,1.0,,,,,,
,W-GCW1-RM1-T-PV-R1S19T7_4,West,GCW,1,GW01,Raw Mill,1,Fan,Process Fan+Mill Fan,R1S19T7_4,ns=3;s=ECS4244SVR01->OpcDa.opc.tcp.localhost.26080.UA.FlsOpcServer->ns*2;s*1:R1S19T7_4?Value,ECS4244SVR01.opc.tcp://localhost:26080/ua/flsopcserver.ns=2;s=1:R1S19T7_4?Value,,RM FAN MOTOR WDG TEMP RTD4,Deg C,-50,850.0,,,Analog,Sensor,Temperature,Winding,,,PV,High,3s,,,1.0,,1.0,,,,,,
,W-GCW1-RM1-T-PV-R1S19T7_5,West,GCW,1,GW01,Raw Mill,1,Fan,Process Fan+Mill Fan,R1S19T7_5,ns=3;s=ECS4244SVR01->OpcDa.opc.tcp.localhost.26080.UA.FlsOpcServer->ns*2;s*1:R1S19T7_5?Value,ECS4244SVR01.opc.tcp://localhost:26080/ua/flsopcserver.ns=2;s=1:R1S19T7_5?Value,,RM FAN MOTOR WDG TEMP RTD5,Deg C,-50,850.0,,,Analog,Sensor,Temperature,Winding,,,PV,High,3s,,,1.0,,1.0,,,,,,
,W-GCW1-RM1-T-PV-R1S19T7_6,West,GCW,1,GW01,Raw Mill,1,Fan,Process Fan+Mill Fan,R1S19T7_6,ns=3;s=ECS4244SVR01->OpcDa.opc.tcp.localhost.26080.UA.FlsOpcServer->ns*2;s*1:R1S19T7_6?Value,ECS4244SVR01.opc.tcp://localhost:26080/ua/flsopcserver.ns=2;s=1:R1S19T7_6?Value,,RM FAN MOTOR WDG TEMP RTD6,Deg C,-50,850.0,,,Analog,Sensor,Temperature,Winding,,,PV,High,3s,,,1.0,,1.0,,,,,,
,W-GCW1-RM1-T-PV-R1S19T8_1,West,GCW,1,GW01,Raw Mill,1,Fan,Process Fan+Mill Fan,R1S19T8_1,ns=3;s=ECS4244SVR01->OpcDa.opc.tcp.localhost.26080.UA.FlsOpcServer->ns*2;s*1:R1S19T8_1?Value,ECS4244SVR01.opc.tcp://localhost:26080/ua/flsopcserver.ns=2;s=1:R1S19T8_1?Value,,RM FAN MOTOR BRG TEMP RTD1,Deg C,-50,850.0,,,Analog,Sensor,Temperature,Bearing,,,PV,High,3s,,1.0,,,1.0,,,,,,
,W-GCW1-RM1-T-PV-R1S19T8_2,West,GCW,1,GW01,Raw Mill,1,Fan,Process Fan+Mill Fan,R1S19T8_2,ns=3;s=ECS4244SVR01->OpcDa.opc.tcp.localhost.26080.UA.FlsOpcServer->ns*2;s*1:R1S19T8_2?Value,ECS4244SVR01.opc.tcp://localhost:26080/ua/flsopcserver.ns=2;s=1:R1S19T8_2?Value,,RM FAN MOTOR BRG TEMP RTD2,Deg C,-50,850.0,,,Analog,Sensor,Temperature,Bearing,,,PV,High,3s,,1.0,,,1.0,,,,,,
,W-GCW1-RM1-T-PV-R1S19T9_1,West,GCW,1,GW01,Raw Mill,1,Fan,Process Fan+Mill Fan,R1S19T9_1,ns=3;s=ECS4244SVR01->OpcDa.opc.tcp.localhost.26080.UA.FlsOpcServer->ns*2;s*1:R1S19T9_1?Value,ECS4244SVR01.opc.tcp://localhost:26080/ua/flsopcserver.ns=2;s=1:R1S19T9_1?Value,,RM FAN M/C BRG TEMP RTD1,Deg C,-50,850.0,,,Analog,Sensor,Temperature,Bearing,,,PV,High,3s,,1.0,,,1.0,,,,,,
,W-GCW1-RM1-T-PV-R1S19T9_2,West,GCW,1,GW01,Raw Mill,1,Fan,Process Fan+Mill Fan,R1S19T9_2,ns=3;s=ECS4244SVR01->OpcDa.opc.tcp.localhost.26080.UA.FlsOpcServer->ns*2;s*1:R1S19T9_2?Value,ECS4244SVR01.opc.tcp://localhost:26080/ua/flsopcserver.ns=2;s=1:R1S19T9_2?Value,,RM FAN M/C BRG TEMP RTD2,Deg C,-50,850.0,,,Analog,Sensor,Temperature,Bearing,,,PV,High,3s,,1.0,,,1.0,,,,,,
,W-GCW1-RM1-S-PV-R1S20_Z1,West,GCW,1,GW01,Raw Mill,1,Fan+Regulators,Damper+Process Fan+Mill Fan,R1S20_Z1,ns=3;s=ECS4244SVR01->OpcDa.opc.tcp.localhost.26080.UA.FlsOpcServer->ns*2;s*1:R1S20_Z1?Value,ECS4244SVR01.opc.tcp://localhost:26080/ua/flsopcserver.ns=2;s=1:R1S20_Z1?Value,,RM FAN DAMPER POSITION (NEW),%,0,100.0,,,Analog,Sensor,Position,,,,PV,High,3s,1.0,,,,,,,,,,
,W-GCW1-RM1-S-PV-R1S20_Z2,West,GCW,1,GW01,Raw Mill,1,Fan+Regulators,Damper+Process Fan+Mill Fan,R1S20_Z2,ns=3;s=ECS4244SVR01->OpcDa.opc.tcp.localhost.26080.UA.FlsOpcServer->ns*2;s*1:R1S20_Z2?Value,ECS4244SVR01.opc.tcp://localhost:26080/ua/flsopcserver.ns=2;s=1:R1S20_Z2?Value,,RM FAN DAMPER POSITION (OLD),%,0,100.0,,,Analog,Sensor,Position,,,,PV,High,3s,1.0,,,,,,,,,,
,W-GCW1-RM1-O-PV-R1S21_Z1,West,GCW,1,GW01,Raw Mill,1,Regulators,Damper,R1S21_Z1,ns=3;s=ECS4244SVR01->OpcDa.opc.tcp.localhost.26080.UA.FlsOpcServer->ns*2;s*1:R1S21_Z1?Value,ECS4244SVR01.opc.tcp://localhost:26080/ua/flsopcserver.ns=2;s=1:R1S21_Z1?Value,,RAWMILL RECIRCULATION DAMPER,%,0,100.0,,,Analog,Sensor,Others,,,,PV,High,3s,1.0,,,,,,,,,,
,W-GCW1-RM1-S-PV-R1S23_Z1,West,GCW,1,GW01,Raw Mill,1,Regulators,Damper,R1S23_Z1,ns=3;s=ECS4244SVR01->OpcDa.opc.tcp.localhost.26080.UA.FlsOpcServer->ns*2;s*1:R1S23_Z1?Value,ECS4244SVR01.opc.tcp://localhost:26080/ua/flsopcserver.ns=2;s=1:R1S23_Z1?Value,,R1S23 (I/L HOT AIR) DAMPER POS,%,0,100.0,,,Analog,Sensor,Position,,,,PV,High,3s,1.0,,,,,,,,,,
,W-GCW1-RM1-S-PV-R1T08_Z1,West,GCW,1,GW01,Raw Mill,1,Regulators,Damper,R1T08_Z1,ns=3;s=ECS4244SVR01->OpcDa.opc.tcp.localhost.26080.UA.FlsOpcServer->ns*2;s*1:R1T08_Z1?Value,ECS4244SVR01.opc.tcp://localhost:26080/ua/flsopcserver.ns=2;s=1:R1T08_Z1?Value,,FRESH AIR DAMPER POSITION,%,0,100.0,,,Analog,Sensor,Position,,,,PV,High,3s,1.0,,,,,,,,,,
